source_id,title,publisher,url,pub_date,last_verified,type,status,status_display,note,archived_url
S084,"Economic Opportunity Subcommittee Chairman Van Orden Leads on Affordability, Cutting Red Tape in VA Home Loan Program for Veterans and their Families",House Veterans' Affairs Committee,https://veterans.house.gov/news/documentsingle.aspx?DocumentID=7885,2026-03-26,2026-08-09,committee document,verified,verified,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html, evidence.html (2 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09.",https://web.archive.org/web/20260809201810/https://veterans.house.gov/news/documentsingle.aspx?DocumentID=7885
S085,Committee Launches Investigation into George Washington University on Accusations of Defrauding Student Veterans,House Veterans' Affairs Committee,https://veterans.house.gov/news/documentsingle.aspx?DocumentID=7904,2026-05-08,2026-08-09,committee document,verified,verified,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html, watch.html (2 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09.",https://web.archive.org/web/20260809201841/https://veterans.house.gov/news/documentsingle.aspx?DocumentID=7904
S086,Chairman Bost Opens Hearing on Plan to Reform and Improve Homelessness Services for Veterans in West LA Region,House Veterans' Affairs Committee,https://veterans.house.gov/news/documentsingle.aspx?DocumentID=7906,2026-05-13,2026-08-09,committee document,verified,verified,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html, evidence.html (2 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09.",https://web.archive.org/web/20260809201912/https://veterans.house.gov/news/documentsingle.aspx?DocumentID=7906
S087,What They’re Saying: Briley and Edmundson Family’s Highlight Impact H.R. 6047 Would Have on Thousands of American Families,House Veterans' Affairs Committee,https://veterans.house.gov/news/documentsingle.aspx?DocumentID=7914,2026-05-18,2026-08-09,committee document,verified,verified,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html, watch.html (3 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09.",https://web.archive.org/web/20260523181038/https://veterans.house.gov/news/documentsingle.aspx?DocumentID=7914
S088,"Chairman Bost Speaks at Rules Committee on Key Bills to Expand Benefits for Disabled Veterans and Survivors, Restore Constitutional Rights",House Veterans' Affairs Committee,https://veterans.house.gov/news/documentsingle.aspx?DocumentID=7915,2026-05-19,2026-08-09,committee document,verified,verified,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html (1 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09.",https://web.archive.org/web/20260809202013/https://veterans.house.gov/news/documentsingle.aspx?DocumentID=7915
S089,2026 05 8 dvo letter to gw final,House Veterans' Affairs Committee,https://veterans.house.gov/uploadedfiles/2026_05_8_dvo_letter_to_gw_final.pdf,,,committee document,registered-needs-title-and-date,PENDING CITATION,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html, watch.html (2 refs). Title derived from the URL slug, confirm against the page before external citation.",https://web.archive.org/web/20260523180829/https://veterans.house.gov/uploadedfiles/2026_05_8_dvo_letter_to_gw_final.pdf
S090,Veterans issues take center stage at roundtable hosted by Derrick Van Orden and Doug Collins,AOL News,https://www.aol.com/news/veterans-issues-center-stage-roundtable-153555111.html,2026-05-08,2026-08-09,news,verified,verified,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html (1 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09.",https://web.archive.org/web/20260616181743/https://www.aol.com/news/veterans-issues-center-stage-roundtable-153555111.html
S091,"VA Circular 26-23-25, Loan Repayment Relief for Borrowers","U.S. Department of Veterans Affairs, VBA",https://www.benefits.va.gov/HOMELOANS/documents/circulars/26-23-25.pdf,2023-11-30,2026-08-25,agency circular,verified,verified,"Auto-registered 2026-08-08 from the URL slug and never opened. READ OFF THE DOCUMENT 2026-08-25, from the PDF held at Final-Reports_Research_Cross-Analysis\Govt Official Documents\VA_Circulars\26-23-25.pdf and a second copy in Downloads\VFC_receipts. Page 1 masthead and the page 2 running head both read November 30, 2023. Title on the face of the document is ""Loan Repayment Relief for Borrowers"", the SAME title 26-24-12 carries, so never cite that title without the circular number and year. Signed John E. Bell, III, Executive Director, Loan Guaranty Service. Para 3 encourages a moratorium on all VA-guaranteed loans through May 31 2024 with ONE exception, vacant or abandoned; the 2024 successor had four, then three after Change 1. Para 8 effective immediately, para 9 valid until May 31 2024. Confirms timeline.csv T027.",https://web.archive.org/web/20260703004121/https://www.benefits.va.gov/HOMELOANS/documents/circulars/26-23-25.pdf
S092,"VA Circular 26-24-12, Loan Repayment Relief for Borrowers","U.S. Department of Veterans Affairs, VBA",https://www.benefits.va.gov/HOMELOANS/documents/circulars/26-24-12.pdf,2024-05-29,2026-08-10,agency circular,verified,verified,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: timeline.csv (2 refs). Title derived from the URL slug, confirm against the page before external citation.  CAUTION, this is the PDF's embedded creation timestamp (2024-05-29 11:48:42, CommonLook Office), NOT a stated issue date printed on the circular. It is consistent with the 26-24-12 numbering, where 24 is the year. Treat as approximate until someone reads the issue date off the document itself.  Title corrected 2026-08-15. The previous value was the PDF's metadata title written by a CommonLook accessibility tool, not the name of the document. New title read from the PDF's own /Title field. TITLE AND DATE CONFIRMED 2026-08-22 by reading the PDF at the registered URL: the document is named Loan Repayment Relief for Borrowers and carries an issue date of May 29 2024, which resolves the caution above about the date being only a PDF creation timestamp. Substance: paragraph 3, VA strongly encourages servicers to implement, through December 31 2024, a targeted foreclosure moratorium on VA-guaranteed loans, to buy time to stand up VASP. The verb is encourages, not requires. The circular is rescinded January 1 2025. THE TRAP: the PDF at this URL still prints paragraph 3c, the exception for a servicer that has received no monthly payment for at least 210 days from a borrower who is not responding to outreach. Change 1 DELETED that paragraph on June 21 2024, and this file was never reissued to show it. Change 1 is registered at S197. Anyone reading only this URL will credit a servicer with an exception it did not have after June 21 2024.",https://web.archive.org/web/20260703010303/https://www.benefits.va.gov/HOMELOANS/documents/circulars/26-24-12.pdf
S093,VASP servicer FAQs (VA and MBA),"U.S. Department of Veterans Affairs, VBA",https://www.benefits.va.gov/HOMELOANS/documents/docs/vasp-mba-servicer-faqs.pdf,2024-07-10,2026-08-10,agency circular,verified,verified,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html (1 refs). Title derived from the URL slug, confirm against the page before external citation.  CAUTION, PDF embedded creation timestamp (2024-07-10 23:06:39, iTextSharp / CommonLook Office), NOT a stated publication date. Treat as approximate until someone reads a date off the document itself.  Title corrected 2026-08-15. The previous value was PDF remediation metadata. This PDF carries NO /Title of its own, so the new title is derived from the url slug vasp-mba-servicer-faqs.pdf and should be confirmed against the document's printed heading before external use. Printed heading confirmed 2026-08-17: the document's own printed heading is 'FAQs (Prioritized)', with no fuller title on the page; descriptive display title retained. Read from the live PDF via cloud container.",https://web.archive.org/web/20260609064339/https://benefits.va.gov/HOMELOANS/documents/docs/vasp-mba-servicer-faqs.pdf
S094,Boozman Holds Hearing Examining FY27 Budget Request for Department of Veterans Affairs,Office of Sen. John Boozman,https://www.boozman.senate.gov/public/index.cfm/2026/4/boozman-holds-hearing-examining-fy27-budget-request-for-department-of-veterans-affairs,2026-04-30,2026-08-09,member press release,verified,verified,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html (1 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09.",https://web.archive.org/web/20260518160547/https://www.boozman.senate.gov/public/index.cfm/2026/4/boozman-holds-hearing-examining-fy27-budget-request-for-department-of-veterans-affairs
S095,Secy. Doug Collins Testifies on Veterans Affairs Priorities & Budget,C-SPAN,https://www.c-span.org/program/senate-committee/secy-doug-collins-testifies-on-veterans-affairs-priorities-budget/679573,2026-05-20,2026-08-09,hearing video,verified,verified,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html, watch.html (2 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09.",https://web.archive.org/web/20260523170720/https://www.c-span.org/program/senate-committee/secy-doug-collins-testifies-on-veterans-affairs-priorities-budget/679573
S096,Veterans affairs secretary collins testifies on 2026 budget request / 679573,C-SPAN,https://www.c-span.org/program/senate-committee/veterans-affairs-secretary-collins-testifies-on-2026-budget-request/679573,,,hearing video,registered-needs-title-and-date,PENDING CITATION,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: current-status.html, data-methods.html, news.html, timeline.csv, timeline.html, watch.html (8 refs). Title derived from the URL slug, confirm against the page before external citation.",https://web.archive.org/web/20260809202137/https://www.c-span.org/program/senate-committee/veterans-affairs-secretary-collins-testifies-on-2026-budget-request/679573
S097,Publication / 62209,Congressional Budget Office,https://www.cbo.gov/publication/62209,,,cost estimate,registered-needs-title-and-date,PENDING CITATION,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html (1 refs). Title derived from the URL slug, confirm against the page before external citation.",https://web.archive.org/web/20260417161833/https://www.cbo.gov/publication/62209
S098,PLAW 119publ31,U.S. Congress,https://www.congress.gov/119/plaws/publ31/PLAW-119publ31.pdf,,,statute/bill,registered-needs-title-and-date,PENDING CITATION,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: corrections.html, data-methods.html (2 refs). Title derived from the URL slug, confirm against the page before external citation.",https://web.archive.org/web/20260110150608/https://www.congress.gov/119/plaws/publ31/PLAW-119publ31.pdf
S099,PLAW 119publ37,U.S. Congress,https://www.congress.gov/119/plaws/publ37/PLAW-119publ37.pdf,,,statute/bill,registered-needs-title-and-date,PENDING CITATION,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: corrections.html, data-methods.html (2 refs). Title derived from the URL slug, confirm against the page before external citation.",https://web.archive.org/web/20260812135040/https://www.congress.gov/119/plaws/publ37/PLAW-119publ37.pdf
S100,"H.R. 6047, Sharri Briley and Eric Edmundson Veterans Benefits Expansion Act of 2026, as engrossed in the House","U.S. Government Publishing Office, govinfo",https://www.govinfo.gov/content/pkg/BILLS-119hr6047eh/html/BILLS-119hr6047eh.htm,2026-05-21,2026-08-26,bill text,verified,VERIFIED,"Read in full from the GPO text 2026-08-26, replacing an auto-registered stub whose title was derived from a congress.gov URL slug and which carried no date. VERSIONS DIFFER AND THE DIFFERENCE MATTERS: the introduced text (BILLS-119hr6047ih, 2025-11-17, titled Act of 2025) amended 38 U.S.C. 3729(c), the fee WAIVER, to permit charging the fee to a veteran receiving compensation for a disability rated at 70 percent or less. That provision is gone from every later version. The engrossed text registered here, passed by the House 2026-05-21, amends the 3729(b)(2) loan fee table instead: strike June 9 2034 each place it appears and insert September 30 2036; in subparagraph (E) strike 0.50 both places and insert 1.42; in subparagraph (I) strike 0.50 each place and insert 1.0. Per 38 U.S.C. 3729(b)(2), (E) is the interest rate reduction refinancing loan and (I) is a loan assumption under section 3714. The strings 70 percent and 3729(c) appear ZERO times in the engrossed text. The reported text (2026-04-02) carries (E) at 1.40, not 1.42, so the version cited must always be named. SEC. 5(c)(3) adds a new 3729(b)(4)(J) adding 1.00 to the table percentage for certain Guard and Reserve eligibility. congress.gov returns ROBOTS_DISALLOWED to scripted fetches; govinfo served all four versions.",https://web.archive.org/web/20260710191945/https://www.govinfo.gov/content/pkg/BILLS-119hr6047eh/html/BILLS-119hr6047eh.htm
S101,History,U.S. Congress,https://www.congress.gov/bill/119th-congress/house-bill/984/history,,,statute/bill,registered-needs-title-and-date,PENDING CITATION,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html, watch.html (2 refs). Title derived from the URL slug, confirm against the page before external citation.",https://web.archive.org/web/20260829191820/https://www.congress.gov/bill/119th-congress/house-bill/984/history
S102,Text,U.S. Congress,https://www.congress.gov/bill/119th-congress/senate-bill/3793/text,,,statute/bill,registered-needs-title-and-date,PENDING CITATION,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html, watch.html (2 refs). Title derived from the URL slug, confirm against the page before external citation.",https://web.archive.org/web/20260829231719/https://www.congress.gov/bill/119th-congress/senate-bill/3793/text
S103,12 CFR 1024.35 - Error resolution procedures,Electronic Code of Federal Regulations,https://www.ecfr.gov/current/title-12/section-1024.35,,2026-08-09,regulation,verified-needs-date,PENDING DATE,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: the-script.html (1 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09. | Title corrected by hand; the automated cleaner had truncated it.",
S104,38 CFR 36.4809 -- Expiration of the COVID-19 Veterans Assistance Partial Claim Payment program.,Electronic Code of Federal Regulations,https://www.ecfr.gov/current/title-38/chapter-I/part-36/subpart-F/section-36.4809,,2026-08-09,regulation,verified-needs-date,PENDING DATE,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: timeline.csv (1 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09.",https://web.archive.org/web/20250310130515/https://www.ecfr.gov/current/title-38/chapter-I/part-36/subpart-F/section-36.4809
S105,38 CFR 36.4315 - Loan modifications,Electronic Code of Federal Regulations,https://www.ecfr.gov/current/title-38/section-36.4315,,2026-08-09,regulation,verified-needs-date,PENDING DATE,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: the-script.html (1 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09. | Title corrected by hand; the automated cleaner had truncated it.",
S106,38 CFR 36.4319 -- Servicer loss-mitigation options and incentives.,Electronic Code of Federal Regulations,https://www.ecfr.gov/current/title-38/section-36.4319,,2026-08-09,regulation,verified-needs-date,PENDING DATE,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: the-script.html (1 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09.",
S107,38 CFR 36.4350 - Servicing procedures for holders,Electronic Code of Federal Regulations,https://www.ecfr.gov/current/title-38/section-36.4350,,2026-08-09,regulation,verified-needs-date,PENDING DATE,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: the-script.html (1 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09. | Title corrected by hand; the automated cleaner had truncated it.",
S108,38 CFR 36.4803 -- General requirements of the COVID-19 Veterans Assistance Partial Claim Payment program.,Electronic Code of Federal Regulations,https://www.ecfr.gov/current/title-38/section-36.4803,,2026-08-09,regulation,verified-needs-date,PENDING DATE,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: news.html, the-script.html, timeline.html (3 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09.",
S109,Elizabeth Dole Foundation applauds House passage of the Sharri Briley and Eric Edmundson Veterans Benefits Expansion Act,Elizabeth Dole Foundation,https://www.elizabethdolefoundation.org/news/elizabeth-dole-foundation-applauds-house-passage-of-the-sharri-briley-and-eric-edmundson-veterans-benefits-expansion-act,,2026-08-09,organisation statement,verified-needs-date,PENDING DATE,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html, the-script.html (2 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09.",https://web.archive.org/web/20260523153030/https://www.elizabethdolefoundation.org/news/elizabeth-dole-foundation-applauds-house-passage-of-the-sharri-briley-and-eric-edmundson-veterans-benefits-expansion-act
S110,VA Health Care: Efforts to Assess Mental Health Support for Veteran Caregiver Program Need Strengthening (GAO-26-108070),Government Accountability Office,https://www.gao.gov/products/gao-26-108070,2026-04-16,2026-08-21,oversight report,verified,verified,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html, policy.html (2 refs). Title derived from the URL slug, confirm against the page before external citation. Title and publication date read 2026-08-21 from this row's own Wayback capture; gao.gov returns 403 to direct fetch.",https://web.archive.org/web/20260502222454/https://www.gao.gov/products/gao-26-108070
S111,VA Health Care: Recommendations and Observations to Improve Community Care and Support for Caregivers Related to the Dole Act (GAO-26-108943),Government Accountability Office,https://www.gao.gov/products/gao-26-108943,2026-03-04,2026-08-21,oversight report,verified,verified,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html, policy.html (2 refs). Title derived from the URL slug, confirm against the page before external citation. Title and publication date read 2026-08-21 from this row's own Wayback capture; gao.gov returns 403 to direct fetch.",https://web.archive.org/web/20260616181742/https://www.gao.gov/products/gao-26-108943
S112,House Report 119-104,U.S. Government Publishing Office,https://www.govinfo.gov/content/pkg/CRPT-119hrpt104/html/CRPT-119hrpt104.htm,,2026-08-09,committee report,verified-needs-date,PENDING DATE,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: corrections.html, sources.csv (2 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09.",https://web.archive.org/web/20260727151906/https://www.govinfo.gov/content/pkg/CRPT-119hrpt104/html/CRPT-119hrpt104.htm
S113,"Trump's big promise for veteran housing is AWOL in VA budget proposal, mystifying vets",Los Angeles Times,https://www.latimes.com/california/story/2026-04-22/trumps-big-promise-for-veteran-housing-is-awol-in-va-budget-proposal-mystifying-vets,2026-04-22,2026-08-09,news,verified,verified,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html, evidence.html (2 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09.",https://web.archive.org/web/20260423141854/https://www.latimes.com/california/story/2026-04-22/trumps-big-promise-for-veteran-housing-is-awol-in-va-budget-proposal-mystifying-vets
S114,Legion weighs in on multiple pieces of veteran-friendly legislation,The American Legion,https://www.legion.org/information-center/news/legislative/2025/december/legion-weighs-in-on-multiple-pieces-of-veteran-friendly-legislation,,2026-08-09,organisation statement,verified-needs-date,PENDING DATE,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html, the-script.html (2 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09.",https://web.archive.org/web/20260520220734/https://www.legion.org/information-center/news/legislative/2025/december/legion-weighs-in-on-multiple-pieces-of-veteran-friendly-legislation
S115,The Justice Gap: Measuring the Unmet Civil Legal Needs of Low-income Americans,Legal Services Corporation,https://www.lsc.gov/about-lsc/what-legal-aid/unmet-need-legal-aid/justice-gap-measuring-unmet-civil-legal-needs-low,2017,2026-08-18,analysis,verified,verified,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html (1 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09. | Published 2017. Date supplied by Leann 2026-08-18; the row already held the correct LSC URL, so the date was the only thing outstanding.",https://web.archive.org/web/20260708175009/https://www.lsc.gov/about-lsc/what-legal-aid/unmet-need-legal-aid/justice-gap-measuring-unmet-civil-legal-needs-low
S116,New VA Mortgage Assistance Program Warning for Veterans Facing Foreclosure,www.military.com,https://www.military.com/new-va-mortgage-assistance-program-warning-for-veterans-facing-foreclosure,2026-06-19,2026-08-09,web,verified,verified,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: current-status.html, news.html, timeline.csv, timeline.html (4 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09.",https://web.archive.org/web/20260715022713/https://www.military.com/new-va-mortgage-assistance-program-warning-for-veterans-facing-foreclosure
S118,Ar AA22DeJG,MSN,https://www.msn.com/en-us/politics/government/rep-van-orden-discusses-veterans-and-va-challenges-at-roundtable/ar-AA22DeJG,,,news,registered-needs-title-and-date,PENDING CITATION,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html (1 refs). Title derived from the URL slug, confirm against the page before external citation.",https://web.archive.org/web/20260809202927/https://www.msn.com/en-us/politics/government/rep-van-orden-discusses-veterans-and-va-challenges-at-roundtable/ar-AA22DeJG
S119,"After Duffy Refuses to Answer Basic Ethics Questions in Angry Outburst at Senate Hearing, Senator Murray Calls for Inspector General to Investigate Duffy’s Corporate-Sponsored Road ",Office of Sen. Patty Murray,https://www.murray.senate.gov/after-duffy-refuses-to-answer-basic-ethics-questions-in-angry-outburst-at-senate-hearing-senator-murray-calls-for-inspector-general-to-investigate-duffys-corporate-sponsored-road-trip,2026-05-20,2026-08-09,member press release,verified,verified,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html (1 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09.",https://web.archive.org/web/20260809202959/https://www.murray.senate.gov/after-duffy-refuses-to-answer-basic-ethics-questions-in-angry-outburst-at-senate-hearing-senator-murray-calls-for-inspector-general-to-investigate-duffys-corporate-sponsored-road-trip/
S120,VA Must Pause Foreclosures Until New Mortgage Assistance Program Is Accessible,National Consumer Law Center,https://www.nclc.org/va-must-pause-foreclosures-until-new-mortgage-assistance-program-is-accessible,2026-06-15,2026-08-09,analysis,verified,verified,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: action.html, current-status.html, evidence.html, news.csv, news.html, timeline.csv (9 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09.",https://web.archive.org/web/20260618070531/https://www.nclc.org/va-must-pause-foreclosures-until-new-mortgage-assistance-program-is-accessible/
S121,"Are you a veteran pushed into a higher-cost VA loan, or at risk of foreclosure?",NPR,https://www.npr.org/2023/11/10/1212408194/military-veteran-mortgage-foreclosure-covid-forbearance,2023-11-10,2026-08-09,news,verified,verified,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html, for-reporters.html (2 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09.",https://web.archive.org/web/20260801201323/https://www.npr.org/2023/11/10/1212408194/military-veteran-mortgage-foreclosure-covid-forbearance
S122,Thousands of vets fell victim to a bait-and-switch...by the VA? Lawmakers want a fix,NPR,https://www.npr.org/2024/02/17/1231837200/veterans-mortgage-va-covid-forbearance,2024-02-17,2026-08-09,news,verified,verified,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: for-reporters.html, news.csv, news.html (3 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09.",https://web.archive.org/web/20251211073534/https://www.npr.org/2024/02/17/1231837200/veterans-mortgage-va-covid-forbearance
S123,Veterans mortgage foreclosure va loan,NPR,https://www.npr.org/2025/04/02/nx-s1-5345519/veterans-mortgage-foreclosure-va-loan,,2026-08-13,news,dead-no-archive,LINK DEAD,"Auto-registered 2026-08-08 during the N4 citation sweep. VERIFIED DEAD 2026-08-13: the URL returns 404 and the Wayback availability API reports no snapshot, so this citation cannot be checked by anyone. Row kept as a record of what was cited. Live citations moved to S002, the same reporters on the same subject, verified and archived. This URL is also carried in leann-workflow-enforcer section 2 as required outreach content and needs replacing there.",
S124,"Abrupt End of VASP Program Leaves Veterans, Families at Risk of Home Loss",Center for Responsible Lending,https://www.responsiblelending.org/media/abrupt-end-vasp-program-leaves-veterans-families-risk-home-loss,2025-05-01,2026-08-09,analysis,verified,verified,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html, evidence.html (2 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09.",https://web.archive.org/web/20260716045244/https://www.responsiblelending.org/media/abrupt-end-vasp-program-leaves-veterans-families-risk-home-loss
S125,Veterans Are Facing a Housing Crisis. Trump Is Making It Worse,"Rolling Stone, by Michael Embrich",https://www.rollingstone.com/politics/political-commentary/veterans-housing-crisis-trump-1235248932,2026-04-11,,news,verified,VERIFIED,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html, evidence.html (2 refs). Title derived from the URL slug, confirm against the page before external citation.",
S126,Congress Is debating the details. Our military families are living the consequences.,Stars and Stripes,https://www.stripes.com/opinion/2026-05-18/sharri-briley-and-eric-edmundson-veterans-benefits-expansion-act-21707956.html,2026-05-18,2026-08-09,news,verified,verified,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html, the-script.html, watch.html (3 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09.",https://web.archive.org/web/20260523181322/https://www.stripes.com/opinion/2026-05-18/sharri-briley-and-eric-edmundson-veterans-benefits-expansion-act-21707956.html
S127,Bill to increase benefits for critically wounded veterans hits a roadblock: Who will pay for it?,Stars and Stripes,https://www.stripes.com/veterans/2025-12-03/house-committee-critically-wounded-veterans-19970728.html,2025-12-03,2026-08-09,news,verified,verified,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html (1 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09.",https://web.archive.org/web/20260617061633/https://www.stripes.com/veterans/2025-12-03/house-committee-critically-wounded-veterans-19970728.html
S128,House passes 2027 VA budget and funding for military construction projects,Stars and Stripes,https://www.stripes.com/veterans/2026-05-18/va-budget-military-construction-projects-21709807.html,2026-05-18,2026-08-09,news,verified,verified,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html (1 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09.",https://web.archive.org/web/20260520023308/https://www.stripes.com/veterans/2026-05-18/va-budget-military-construction-projects-21709807.html
S129,2 high-profile veterans bills move toward a final House vote,Stars and Stripes,https://www.stripes.com/veterans/2026-05-19/house-bills-veterans-benefits-gun-rights-21722764.html,2026-05-19,2026-08-09,news,verified,verified,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html, watch.html (2 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09.",https://web.archive.org/web/20260624181655/https://www.stripes.com/veterans/2026-05-19/house-bills-veterans-benefits-gun-rights-21722764.html
S130,House Democrats move to force a vote on Major Richard Star Act,Stars and Stripes,https://www.stripes.com/veterans/2026-05-21/takano-discharge-petition-richard-star-act-21743988.html,2026-05-21,2026-08-09,news,verified,verified,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html (1 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09.",https://web.archive.org/web/20260716181902/https://www.stripes.com/veterans/2026-05-21/takano-discharge-petition-richard-star-act-21743988.html
S131,The End of a Veterans Affairs Program Could Put Military Borrowers at Risk of Foreclosure,Urban Institute,https://www.urban.org/urban-wire/end-veterans-affairs-program-could-put-military-borrowers-risk-foreclosure,,2026-08-09,analysis,verified-needs-date,PENDING DATE,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html, evidence.html (2 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09.",https://web.archive.org/web/20260428155536/https://www.urban.org/urban-wire/end-veterans-affairs-program-could-put-military-borrowers-risk-foreclosure
S132,"VA announces new program to help more than 40,000 Veterans stay in their homes | VA Wilmington health care",U.S. Department of Veterans Affairs,https://www.va.gov/wilmington-health-care/news-releases/va-announces-new-program-to-help-more-than-40000-veterans-stay-in-their-homes,2024-04-10,2026-08-09,agency press release,verified,verified,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: timeline.csv (1 refs). Title derived from the URL slug, confirm against the page before external citation. | Title read from the live page 2026-08-09.",https://web.archive.org/web/20260415134805/https://www.va.gov/wilmington-health-care/news-releases/va-announces-new-program-to-help-more-than-40000-veterans-stay-in-their-homes/
S133,7D72EC12 57AB 4AF5 8DC8 E213A4350D8B,Senate Veterans' Affairs Committee,https://www.veterans.senate.gov/services/files/7D72EC12-57AB-4AF5-8DC8-E213A4350D8B,,,committee document,registered-needs-title-and-date,PENDING CITATION,"Auto-registered 2026-08-08 during the N4 citation sweep. Cited on: data-methods.html, evidence.html (2 refs). Title derived from the URL slug, confirm against the page before external citation.",https://web.archive.org/web/20250806002757/https://www.veterans.senate.gov/services/files/7D72EC12-57AB-4AF5-8DC8-E213A4350D8B
